노선명,노선번호,시도명,시군구명,기점도로명주소,기점지번주소,종점도로명주소,종점지번주소,기점위도,기점경도,종점위도,종점경도,주요경유지,총길이(km),일반도로너비(m),자전거도로너비(m),자전거도로종류,자전거도로고시유무,관리기관명,관리기관전화번호,데이터기준일자
전곡산단3길 L,,경기도,화성시,,경기도 화성시 만세구 서신면 전곡리 1067,,경기도 화성시 만세구 서신면 전곡리 1131,37.189821,126.655620,37.191016,126.659610,,0.38,,1.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
전곡산단6길 R,,경기도,화성시,,경기도 화성시 만세구 서신면 전곡리 1138,,경기도 화성시 만세구 서신면 장외리 646,37.187197,126.671186,37.183118,126.671205,,0.28,,1.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
전곡산단6길 L,,경기도,화성시,,경기도 화성시 만세구 서신면 전곡리 1138,,경기도 화성시 만세구 서신면 장외리 646,37.187197,126.671186,37.183118,126.671205,,0.28,,1.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
전곡산단9길 R,,경기도,화성시,,경기도 화성시 만세구 서신면 전곡리 1140,,경기도 화성시 만세구 서신면 전곡리 1138,37.188027,126.680817,37.187197,126.671186,,0.4,,1.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
전곡산단9길 L,,경기도,화성시,,경기도 화성시 만세구 서신면 전곡리 1140,,경기도 화성시 만세구 서신면 전곡리 1138,37.188027,126.680817,37.187197,126.671186,,0.4,,1.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
전곡산단10길 R,,경기도,화성시,,경기도 화성시 만세구 서신면 전곡리 1144,,경기도 화성시 만세구 서신면 장외리 648,37.186479,126.676101,37.180268,126.676418,,0.95,,1.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
전곡산단10길 L,,경기도,화성시,,경기도 화성시 만세구 서신면 전곡리 1144,,경기도 화성시 만세구 서신면 장외리 648,37.186479,126.676101,37.180268,126.676418,,0.95,,1.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
전곡산단11길 R,,경기도,화성시,,경기도 화성시 만세구 서신면 장외리 646,,경기도 화성시 만세구 서신면 전곡리 1155,37.183118,126.671205,37.181241,126.678506,,0.55,,1.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
전곡산단11길 L,,경기도,화성시,,경기도 화성시 만세구 서신면 장외리 646,,경기도 화성시 만세구 서신면 전곡리 1155,37.183118,126.671205,37.181241,126.678506,,0.55,,1.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
수풀오얏길 R,,경기도,화성시,,경기도 화성시 만세구 서신면 장외리 648,,경기도 화성시 만세구 서신면 장외리 332-7,37.180268,126.676418,37.174301,126.681414,,0.8,,2.8,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
수풀오얏길 L,,경기도,화성시,,경기도 화성시 만세구 서신면 장외리 648,,경기도 화성시 만세구 서신면 장외리 332-7,37.180268,126.676418,37.174301,126.681414,,0.8,,2.8,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
궁평항로 1R,,경기도,화성시,,경기도 화성시 만세구 서신면 상안리 708-6,,경기도 화성시 만세구 서신면 매화리 424-5,37.174067,126.706696,37.165448,126.708097,,0.97,,1.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
궁평항로 1L,,경기도,화성시,,경기도 화성시 만세구 서신면 상안리 708-6,,경기도 화성시 만세구 서신면 매화리 424-5,37.174067,126.706696,37.165448,126.708097,,0.97,,1.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
궁평항로 2R,,경기도,화성시,,경기도 화성시 만세구 서신면 궁평리 702,,경기도 화성시 만세구 우정읍 매향리 73-5,37.115941,126.684119,37.053708,126.754764,,9.51,,3,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
궁평항로 2L,,경기도,화성시,,경기도 화성시 만세구 서신면 궁평리 702,,경기도 화성시 만세구 우정읍 매향리 73-5,37.115941,126.684119,37.053708,126.754764,,9.51,,2.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
청원산단로 R,,경기도,화성시,,경기도 화성시 만세구 마도면 청원리 878-37,,경기도 화성시 만세구 마도면 청원리 1248,37.172540,126.776912,37.173772,126.762456,,1.08,,2.5,자전거전용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
청원산단로 L,,경기도,화성시,,경기도 화성시 만세구 마도면 쌍송리 693-3,,경기도 화성시 만세구 마도면 청원리 1248,37.176104,126.783162,37.173772,126.762456,,2.1,,3,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
청원산단1길 R,,경기도,화성시,,경기도 화성시 만세구 마도면 청원리 878-37,,경기도 화성시 만세구 마도면 청원리 1540,37.172540,126.776912,37.168634,126.775545,,0.72,,2.4,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
청원산단1길 L,,경기도,화성시,,경기도 화성시 만세구 마도면 청원리 878-37,,경기도 화성시 만세구 마도면 청원리 1540,37.172540,126.776912,37.168634,126.775545,,0.72,,2.4,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
청원산단2길 R,,경기도,화성시,,경기도 화성시 만세구 마도면 청원리 878-37,,경기도 화성시 만세구 마도면 청원리 1520,37.172540,126.776912,37.173880,126.762791,,1.3,,2.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
청원산단2길 L,,경기도,화성시,,경기도 화성시 만세구 마도면 청원리 878-37,,경기도 화성시 만세구 마도면 청원리 1520,37.172540,126.776912,37.173880,126.762791,,1.3,,2.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
청원산단3길 R,,경기도,화성시,,경기도 화성시 만세구 마도면 청원리 1247-7,,경기도 화성시 만세구 마도면 청원리 1540,37.166210,126.759294,37.168634,126.775545,,1.13,,2.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
청원산단3길 L,,경기도,화성시,,경기도 화성시 만세구 마도면 청원리 1247-7,,경기도 화성시 만세구 마도면 청원리 1540,37.166210,126.759294,37.168634,126.775545,,1.13,,2.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
청원산단4길 R,,경기도,화성시,,경기도 화성시 만세구 마도면 청원리 1523,,경기도 화성시 만세구 마도면 청원리 1526,37.175291,126.773249,37.172388,126.769305,,0.35,,2.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
청원산단4길 L,,경기도,화성시,,경기도 화성시 만세구 마도면 청원리 1523,,경기도 화성시 만세구 마도면 청원리 1526,37.175291,126.773249,37.172388,126.769305,,0.35,,2.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
청원산단7길 R,,경기도,화성시,,경기도 화성시 만세구 마도면 청원리 1526,,경기도 화성시 만세구 마도면 청원리 1545,37.172388,126.769305,37.166537,126.764279,,0.67,,2.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
청원산단7길 L,,경기도,화성시,,경기도 화성시 만세구 마도면 청원리 1545,,경기도 화성시 만세구 마도면 청원리 1526,37.166537,126.764279,37.172388,126.769305,,0.35,,2.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
청원산단8길 R,,경기도,화성시,,경기도 화성시 만세구 마도면 청원리 1520,,경기도 화성시 만세구 마도면 청원리 1253,37.173880,126.762791,37.168621,126.779698,,0.99,,2.3,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
청원산단8길 1L,,경기도,화성시,,경기도 화성시 만세구 마도면 청원리 1520,,경기도 화성시 만세구 마도면 청원리 1253,37.173880,126.762791,37.168621,126.779698,,0.99,,2.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
남양천동로 R,,경기도,화성시,,경기도 화성시 만세구 마도면 쌍송리 693-4,,경기도 화성시 만세구 서신면 궁평리 666-35,37.179511,126.793040,37.1186855319,126.6893453037,,11.67,,2.5,자전거전용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
남양천동로 L,,경기도,화성시,,경기도 화성시 만세구 마도면 쌍송리 694,,경기도 화성시 만세구 서신면 궁평리 666-35,37.182895,126.787239,37.1186855319,126.6893453037,,13.62,,2.5,자전거전용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
가축분뇨처리시설 진입로 R,,경기도,화성시,,경기도 화성시 만세구 남양읍 남양리 2409,,경기도 화성시 만세구 남양읍 남양리 2409,37.210904,126.821206,37.210904,126.821206,,0.31,,2,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
남양로 2R,,경기도,화성시,,경기도 화성시 만세구 남양읍 북양리 647,,경기도 화성시 만세구 남양읍 신남리 25-7,37.219049,126.834311,37.195252,126.822427,,2.66,,2.2,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
남양로 2L,,경기도,화성시,,경기도 화성시 만세구 남양읍 북양리 647,,경기도 화성시 만세구 남양읍 신남리 25-7,37.219049,126.834311,37.195252,126.822427,,2.66,,2.2,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
남양성지로 R,,경기도,화성시,,경기도 화성시 만세구 남양읍 남양리 1198-3,,경기도 화성시 만세구 남양읍 북양리 310-15,37.209083,126.818578,37.204648,126.800947,,1.25,,1.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
남양성지로 L,,경기도,화성시,,경기도 화성시 만세구 남양읍 남양리 1198-3,,경기도 화성시 만세구 남양읍 북양리 310-15,37.209083,126.818578,37.204648,126.800947,,1.25,,1.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
남양중앙로 R,,경기도,화성시,,경기도 화성시 만세구 남양읍 남양리 1799-6,,경기도 화성시 만세구 남양읍 남양리 1487-2,37.202495,126.820334,37.202508,126.840873,,2.05,,1.2,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
남양중앙로 L,,경기도,화성시,,경기도 화성시 만세구 남양읍 남양리 1799-6,,경기도 화성시 만세구 남양읍 남양리 1487-2,37.202495,126.820334,37.202508,126.840873,,2.05,,1.2,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
대학길 R,,경기도,화성시,,경기도 화성시 만세구 남양읍 남양리 1868-20,,경기도 화성시 만세구 남양읍 남양리 1937-9,37.212442,126.824280,37.213657,126.814634,,0.55,,2,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
대학길 L,,경기도,화성시,,경기도 화성시 만세구 남양읍 남양리 1868-20,,경기도 화성시 만세구 남양읍 남양리 1937-9,37.212442,126.824280,37.213657,126.814634,,0.55,,2,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
시청로 R,,경기도,화성시,,경기도 화성시 만세구 남양읍 남양리 1198-3,,경기도 화성시 만세구 남양읍 남양리 1852-103,37.209083,126.818578,37.194956,126.827980,,1.55,,1.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
시청로 L,,경기도,화성시,,경기도 화성시 만세구 남양읍 남양리 1198-3,,경기도 화성시 만세구 남양읍 남양리 1852-103,37.209083,126.818578,37.194956,126.827980,,1.55,,1.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
시청로32번길 R,,경기도,화성시,,경기도 화성시 만세구 남양읍 남양리 1747-3,,경기도 화성시 만세구 남양읍 남양리 1813-5,37.204578,126.820741,37.198893,126.819664,,0.62,,1.2,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
역골동로 L,,경기도,화성시,,경기도 화성시 만세구 남양읍 남양리 2080-3,,경기도 화성시 만세구 남양읍 남양리 2112,37.209035,126.831921,37.205746,126.832133,,0.31,,1.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
역골중앙로 70번길 L,,경기도,화성시,,경기도 화성시 만세구 남양읍 남양리 2112,,경기도 화성시 만세구 남양읍 남양리 2144-1,37.205746,126.832133,37.204133,126.833717,,0.12,,1.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
신경대학교길 R,,경기도,화성시,,경기도 화성시 만세구 남양읍 남양리 산87-2,,경기도 화성시 만세구 남양읍 남양리 1479,37.205424,126.842813,37.202782,126.839492,,1.55,,1.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
신경대학교길 L,,경기도,화성시,,경기도 화성시 만세구 남양읍 남양리 산87-2,,경기도 화성시 만세구 남양읍 남양리 1479,37.205424,126.842813,37.202782,126.839492,,0.07,,1.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
수노을1로 R,,경기도,화성시,,경기도 화성시 만세구 새솔동 178,,경기도 화성시 만세구 새솔동 170,37.279935,126.823451,37.287827,126.809545,,2.52,,1.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
수노을3로 R,,경기도,화성시,,경기도 화성시 만세구 새솔동 14,,경기도 안산시 상록구 사동 1644,37.286012,126.819177,37.2895700644,126.8234531115,,0.55,,1.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
수노을3로 L,,경기도,화성시,,경기도 안산시 상록구 사동 1644,,경기도 화성시 만세구 새솔동 14,37.2895700644,126.8234531115,37.286012,126.819177,,0.55,,1.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
발안만세길 R,,경기도,화성시,,경기도 화성시 만세구 향남읍 발안리 176-6,,경기도 화성시 만세구 향남읍 발안리 293,37.127457,126.902729,37.130570,126.899638,,0.72,,1.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
발안남로 R,,경기도,화성시,,경기도 화성시 만세구 향남읍 발안리 294,,경기도 화성시 만세구 향남읍 발안리 139-6,37.130862,126.899676,37.129990,126.904968,,1.03,,1.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
발안서로 R,,경기도,화성시,,경기도 화성시 만세구 향남읍 발안리 300,,경기도 화성시 만세구 향남읍 발안리 212-5,37.129996,126.901988,37.129139,126.900799,,0.23,,1.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
향봉로 R,,경기도,화성시,,경기도 화성시 만세구 향남읍 도이리 산125-2,,경기도 화성시 효행구 봉담읍 하가등리 335-3,37.134125,126.940818,37.149957,126.935125,,1.9,,2,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
발안공단로 R,,경기도,화성시,,경기도 화성시 만세구 향남읍 하길리 1419,,경기도 화성시 만세구 향남읍 구문천리 939,37.086713,126.911735,37.086435,126.9040447504,,1.07,,3.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
발안공단로 L,,경기도,화성시,,경기도 화성시 만세구 향남읍 구문천리 939,,경기도 화성시 만세구 향남읍 하길리 1419,37.086435,126.9040447504,37.086713,126.911735,,1.07,,3.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
푸른들판로 2L,,경기도,화성시,,경기도 화성시 만세구 향남읍 장짐리 265-4,,경기도 화성시 만세구 팔탄면 지월리 산34-5,37.135463,126.911490,37.144463,126.897774,,6.2,,2.8,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
푸른들판로 3R,,경기도,화성시,,경기도 화성시 만세구 향남읍 행정리 산3-9,,경기도 화성시 만세구 향남읍 장짐리 265-4,37.133998,126.938222,37.135463,126.911490,,2.3,,1.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
푸른들판로 3L,,경기도,화성시,,경기도 화성시 만세구 향남읍 장짐리 265-4,,경기도 화성시 만세구 향남읍 행정리 산 3-9,37.135463,126.911490,37.133998,126.938222,,2.3,,1.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
토성로,,경기도,화성시,,경기도 화성시 만세구 향남읍 행정리 350-1,,경기도 화성시 만세구 향남읍 백토리 337-4,37.130189,126.931358,37.117648,126.945290,,1.86,,3.2,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
행정중앙1로 R,,경기도,화성시,,경기도 화성시 만세구 향남읍 행정리 534-2,,경기도 화성시 만세구 향남읍 행정리 332-7,37.127142,126.914931,37.126250,126.930352,,1.07,,1.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
행정중앙1로 L,,경기도,화성시,,경기도 화성시 만세구 향남읍 행정리 534-2,,경기도 화성시 만세구 향남읍 행정리 332-7,37.127142,126.914931,37.126250,126.930352,,1.13,,1.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
행정중앙2로 1R,,경기도,화성시,,경기도 화성시 만세구 향남읍 행정리 534,,경기도 화성시 만세구 향남읍 행정리 583,37.130610,126.915271,37.128336,126.927015,,0.9,,1.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
행정중앙2로 1L,,경기도,화성시,,경기도 화성시 만세구 향남읍 행정리 534,,경기도 화성시 만세구 향남읍 행정리 583,37.130610,126.915271,37.128336,126.927015,,0.9,,1.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
행정남로 1R,,경기도,화성시,,경기도 화성시 만세구 향남읍 제암리 200-6,,경기도 화성시 만세구 향남읍 행정리 580-3,37.125837,126.905918,37.122426,126.919414,,1.18,,1.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
행정남로 1L,,경기도,화성시,,경기도 화성시 만세구 향남읍 제암리 200-6,,경기도 화성시 만세구 향남읍 행정리 580-3,37.125837,126.905918,37.122426,126.919414,,1.2,,2,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
행정남로 2R,,경기도,화성시,,경기도 화성시 만세구 향남읍 행정리 552,,경기도 화성시 만세구 향남읍 방축리 84-1,37.126117,126.917637,37.122756,126.916371,,0.31,,2.8,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
행정남로 2L,,경기도,화성시,,경기도 화성시 만세구 향남읍 행정리 552,,경기도 화성시 만세구 향남읍 방축리 84-1,37.126117,126.917637,37.122756,126.916371,,0.34,,2.8,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
행정동로 1R,,경기도,화성시,,경기도 화성시 만세구 향남읍 행정리 570,,경기도 화성시 만세구 향남읍 행정리 583-1,37.134826,126.927159,37.125055,126.926675,,1.16,,1.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
행정동로 1L,,경기도,화성시,,경기도 화성시 만세구 향남읍 행정리 570,,경기도 화성시 만세구 향남읍 행정리 583-1,37.134826,126.927159,37.125055,126.926675,,1.16,,1.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
향남로 R,,경기도,화성시,,경기도 화성시 만세구 팔탄면 가재리 537-1,,경기도 화성시 만세구 향남읍 상신리 951-1,37.141535,126.916833,37.097936,126.903559,,4.5,,1.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
향남로 L,,경기도,화성시,,경기도 화성시 만세구 팔탄면 가재리 537-1,,경기도 화성시 만세구 향남읍 상신리 951-1,37.141535,126.916833,37.097936,126.903559,,4.5,,1.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
하길로 R,,경기도,화성시,,경기도 화성시 만세구 향남읍 하길리 457-36,,경기도 화성시 만세구 향남읍 하길리 405-2,37.112527,126.930378,37.109367,126.915016,,0.71,,1.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
하길로 L,,경기도,화성시,,경기도 화성시 만세구 향남읍 하길리 457-36,,경기도 화성시 만세구 향남읍 하길리 405-2,37.112527,126.930378,37.109367,126.915016,,0.71,,1.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
상신하길로R,,경기도,화성시,,경기도 화성시 만세구 향남읍 행정리 534-3,,경기도 화성시 만세구 향남읍 상신리 567-3,37.124848,126.914425,37.096963,126.899083,,3.65,,1.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
상신하길로L,,경기도,화성시,,경기도 화성시 만세구 향남읍 행정리 534-3,,경기도 화성시 만세구 향남읍 상신리 567-3,37.124848,126.914425,37.096963,126.899083,,3.65,,1.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
상신하길로126번길R,,경기도,화성시,,경기도 화성시 만세구 향남읍 상신리 1345,,경기도 화성시 만세구 향남읍 상신리 600-6,37.104476,126.899865,37.104296,126.901195,,0.22,,1.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
상신하길로126번길L,,경기도,화성시,,경기도 화성시 만세구 향남읍 상신리 1345,,경기도 화성시 만세구 향남읍 상신리 600-6,37.104476,126.899865,37.104296,126.901195,,0.22,,1.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
상신하길로195번길R,,경기도,화성시,,경기도 화성시 만세구 향남읍 상신리 1336,,경기도 화성시 만세구 향남읍 하길리 1216-1,37.108696,126.903461,37.108696,126.903461,,0.88,,1.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
상신하길로195번길L,,경기도,화성시,,경기도 화성시 만세구 향남읍 상신리 1336,,경기도 화성시 만세구 향남읍 하길리 1216-1,37.108696,126.903461,37.108696,126.903461,,0.88,,1.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
상신하길로196번길R,,경기도,화성시,,경기도 화성시 만세구 향남읍 상신리 1338,,경기도 화성시 만세구 향남읍 하길리 339-7,37.105382,126.908492,37.104007,126.910133,,0.44,,1.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
상신하길로196번길L,,경기도,화성시,,경기도 화성시 만세구 향남읍 상신리 1338,,경기도 화성시 만세구 향남읍 하길리 339-7,37.105382,126.908492,37.104007,126.910133,,0.44,,1.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
상신하길로273번길R,,경기도,화성시,,경기도 화성시 만세구 향남읍 하길리 1491,,경기도 화성시 만세구 향남읍 하길리 1490,37.116969,126.907516,37.115153,126.904951,,0.63,,1.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
상신하길로273번길L,,경기도,화성시,,경기도 화성시 만세구 향남읍 하길리 1491,,경기도 화성시 만세구 향남읍 하길리 1490,37.116969,126.907516,37.115153,126.904951,,0.63,,1.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
상신하길로274번길R,,경기도,화성시,,경기도 화성시 만세구 향남읍 하길리 1555,,경기도 화성시 만세구 향남읍 하길리 1488,37.112297,126.908102,37.112469,126.910412,,0.65,,1.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
상신하길로274번길L,,경기도,화성시,,경기도 화성시 만세구 향남읍 하길리 1555,,경기도 화성시 만세구 향남읍 하길리 1488,37.112297,126.908102,37.112469,126.910412,,0.63,,1.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
상신하길로298번길R,,경기도,화성시,,경기도 화성시 만세구 향남읍 하길리 1487,,경기도 화성시 만세구 향남읍 하길리 1487,37.113945,126.912938,37.113945,126.912938,,0.55,,1.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
상신하길로298번길L,,경기도,화성시,,경기도 화성시 만세구 향남읍 하길리 1487,,경기도 화성시 만세구 향남읍 하길리 1487,37.113945,126.912938,37.113945,126.912938,,0.55,,1.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
상신하길로328번길R,,경기도,화성시,,경기도 화성시 만세구 향남읍 하길리 1485,,경기도 화성시 만세구 향남읍 하길리 1485,37.116565,126.913942,37.116565,126.913942,,0.52,,1.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
상신하길로328번길L,,경기도,화성시,,경기도 화성시 만세구 향남읍 하길리 1485,,경기도 화성시 만세구 향남읍 하길리 1485,37.116565,126.913942,37.116565,126.913942,,0.52,,1.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
포승장안로 1R,,경기도,화성시,,경기도 화성시 만세구 우정읍 조암리 815,,경기도 화성시 만세구 장안면 어은리 400,37.089604,126.826041,37.085811,126.825804,,0.52,,3,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
포승장안로 1L,,경기도,화성시,,경기도 화성시 만세구 장안면 어은리 400,,경기도 화성시 만세구 우정읍 조암리 815,37.085811,126.825804,37.089604,126.826041,,0.52,,3,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
쌍봉로 R,,경기도,화성시,,경기도 화성시 만세구 우정읍 조암리 383-8,,경기도 화성시 만세구 우정읍 조암리 474-17,37.088910,126.817011,37.081409,126.812848,,0.97,,2,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
쌍봉로 L,,경기도,화성시,,경기도 화성시 만세구 우정읍 조암리 383-8,,경기도 화성시 만세구 우정읍 조암리 474-17,37.088910,126.817011,37.081409,126.812848,,0.97,,2,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
